years,시도,시군구,계약종별,지점명,month,전력량
2016,충청북도,제천시,가로등,제천,2,1440149
2016,충청북도,보은군,가로등,보은,2,457734
2016,충청북도,옥천군,가로등,옥천,2,732931
2016,충청북도,영동군,가로등,영동,2,570984
2016,충청북도,진천군,가로등,진천,2,940383
2016,충청북도,괴산군,가로등,괴산,2,963795
2016,충청북도,음성군,가로등,음성,2,1170922
2016,충청북도,단양군,가로등,단양,2,796190
2016,충청북도,청주시,가로등,청주,2,4907173
2016,충청북도,증평군,가로등,증평,2,331105
2016,충청남도,아산시,가로등,아산,2,1657436
2016,충청남도,보령시,가로등,보령,2,858098
2016,충청남도,공주시,가로등,공주,2,1496321
2016,충청남도,서산시,가로등,서산,2,1073909
2016,충청남도,천안시,가로등,천안,2,2677099
2016,충청남도,금산군,가로등,금산,2,860685
2016,충청남도,계룡시,가로등,계룡,2,231457
2016,충청남도,논산시,가로등,논산,2,862039
2016,충청남도,부여군,가로등,부여,2,929162
2016,충청남도,서천군,가로등,서천,2,751681
2016,충청남도,청양군,가로등,청양,2,513841
2016,충청남도,홍성군,가로등,홍성,2,1022057
2016,충청남도,예산군,가로등,예산,2,824121
2016,충청남도,당진시,가로등,당진,2,1153552
2016,충청남도,태안군,가로등,태안,2,603393
2016,세종특별자치시,세종시,가로등,세종,2,2490240
2022,대전광역시,대전,가로등,동,2,868428
2022,대전광역시,대전,가로등,중,2,860297
2022,대전광역시,대전,가로등,서,2,1640213
2022,대전광역시,대전,가로등,대덕,2,985419
2022,대전광역시,대전,가로등,유성,2,2330929
2022,충청북도,충주시,가로등,충주,2,2759881
2022,충청북도,제천시,가로등,제천,2,1432294
2022,충청북도,보은군,가로등,보은,2,664073
2022,충청북도,옥천군,가로등,옥천,2,664515
2022,충청북도,영동군,가로등,영동,2,675879
2022,충청북도,진천군,가로등,진천,2,778187
2022,충청북도,괴산군,가로등,괴산,2,1342632
2022,충청북도,음성군,가로등,음성,2,1403173
2022,충청북도,단양군,가로등,단양,2,789763
